indice,r,lower_bound_ci,upper_bound_ci,p_boot,p_perm,habitat,r_threshold
ACI,0.07513310436315829,-0.03,0.19,0.148,0.188,Forest - Subtropical-tropical moist montane,0.2379706311258454
NDSI,0.2871641187763074,0.17,0.39,0.0,0.0,Forest - Subtropical-tropical moist montane,0.2379706311258454
rBA,0.2871641187763074,0.17,0.39,0.0,0.0,Forest - Subtropical-tropical moist montane,0.2379706311258454
AnthroEnergy,0.09348165956673563,-0.02,0.21,0.1,0.091,Forest - Subtropical-tropical moist montane,0.2379706311258454
BioEnergy,0.2696582801378635,0.16,0.38,0.0,0.0,Forest - Subtropical-tropical moist montane,0.2379706311258454
BIO,0.2887983056289649,0.17,0.4,0.0,0.0,Forest - Subtropical-tropical moist montane,0.2379706311258454
ROU,0.1766628173339676,0.07,0.29,0.006,0.001,Forest - Subtropical-tropical moist montane,0.2379706311258454
ADI,-0.30052047835569906,-0.4,-0.19,0.0,0.0,Forest - Subtropical-tropical moist montane,0.2379706311258454
AEI,0.30070434044848426,0.18,0.4,0.0,0.0,Forest - Subtropical-tropical moist montane,0.2379706311258454
LFC,0.27097215641320865,0.16,0.38,0.0,0.0,Forest - Subtropical-tropical moist montane,0.2379706311258454
MFC,0.3614998751426818,0.25,0.46,0.0,0.0,Forest - Subtropical-tropical moist montane,0.2379706311258454
HFC,0.2177618006926565,0.1,0.33,0.0,0.0,Forest - Subtropical-tropical moist montane,0.2379706311258454
ACTspFract,0.30556575704163785,0.19,0.41,0.0,0.0,Forest - Subtropical-tropical moist montane,0.2379706311258454
ACTspCount,0.30556575704163785,0.19,0.41,0.0,0.0,Forest - Subtropical-tropical moist montane,0.2379706311258454
ACTspMean,0.3461482169479795,0.23,0.44,0.0,0.0,Forest - Subtropical-tropical moist montane,0.2379706311258454
EVNspFract,0.4040888746987335,0.3,0.5,0.0,0.0,Forest - Subtropical-tropical moist montane,0.2379706311258454
EVNspMean,0.39569142829940346,0.28,0.49,0.0,0.0,Forest - Subtropical-tropical moist montane,0.2379706311258454
EVNspCount,0.3567505347397992,0.25,0.46,0.0,0.0,Forest - Subtropical-tropical moist montane,0.2379706311258454
TFSD,0.011546759841009916,-0.09,0.12,0.842,0.834,Forest - Subtropical-tropical moist montane,0.2379706311258454
H_Havrda,0.16550765987239638,0.05,0.27,0.004,0.005,Forest - Subtropical-tropical moist montane,0.2379706311258454
H_Renyi,0.16550765987239638,0.05,0.27,0.004,0.005,Forest - Subtropical-tropical moist montane,0.2379706311258454
H_pairedShannon,0.07412728136606345,-0.05,0.18,0.196,0.195,Forest - Subtropical-tropical moist montane,0.2379706311258454
H_gamma,-0.1625405187666495,-0.27,-0.05,0.0040000000000000036,0.005,Forest - Subtropical-tropical moist montane,0.2379706311258454
H_GiniSimpson,0.1540035134235205,0.04,0.26,0.012,0.005,Forest - Subtropical-tropical moist montane,0.2379706311258454
RAOQ,-0.2198364286318389,-0.32,-0.1,0.0,0.0,Forest - Subtropical-tropical moist montane,0.2379706311258454
AGI,0.30132003049345535,0.19,0.4,0.0,0.0,Forest - Subtropical-tropical moist montane,0.2379706311258454
nROI,0.4205697561853391,0.32,0.52,0.0,0.0,Forest - Subtropical-tropical moist montane,0.2379706311258454
aROI,0.48337513888054684,0.39,0.57,0.0,0.0,Forest - Subtropical-tropical moist montane,0.2379706311258454
ZCR,0.18389915009663407,0.14,0.23,0.0,0.0,Forest - Temperate,0.0964941068701202
MEANt,0.015975603332231643,-0.03,0.06,0.478,0.481,Forest - Temperate,0.0964941068701202
VARt,0.13129249313169986,0.09,0.18,0.0,0.0,Forest - Temperate,0.0964941068701202
SKEWt,-0.04533602218304873,-0.09,-0.0,0.040000000000000036,0.049,Forest - Temperate,0.0964941068701202
KURTt,0.27911296719839596,0.24,0.32,0.0,0.0,Forest - Temperate,0.0964941068701202
LEQt,0.13089715771557328,0.09,0.18,0.0,0.0,Forest - Temperate,0.0964941068701202
BGNt,0.10140687439455726,0.06,0.14,0.0,0.0,Forest - Temperate,0.0964941068701202
SNRt,0.31648419516226495,0.28,0.36,0.0,0.0,Forest - Temperate,0.0964941068701202
M,0.10140687439455726,0.06,0.14,0.0,0.0,Forest - Temperate,0.0964941068701202
Ht,-0.29614731960335483,-0.33,-0.25,0.0,0.0,Forest - Temperate,0.0964941068701202
ACTtFraction,0.3449257866033241,0.31,0.38,0.0,0.0,Forest - Temperate,0.0964941068701202
ACTtCount,0.34493628854459185,0.31,0.38,0.0,0.0,Forest - Temperate,0.0964941068701202
ACTtMean,0.2925138952015251,0.25,0.33,0.0,0.0,Forest - Temperate,0.0964941068701202
EVNtFraction,0.3944624427351778,0.36,0.43,0.0,0.0,Forest - Temperate,0.0964941068701202
EVNtMean,0.4406990252559427,0.4,0.48,0.0,0.0,Forest - Temperate,0.0964941068701202
EVNtCount,0.2539705156355133,0.21,0.29,0.0,0.0,Forest - Temperate,0.0964941068701202
MEANf,0.25265881004026386,0.21,0.3,0.0,0.0,Forest - Temperate,0.0964941068701202
VARf,0.12329591725359422,0.08,0.17,0.0,0.0,Forest - Temperate,0.0964941068701202
SKEWf,-0.3817748474033583,-0.42,-0.34,0.0,0.0,Forest - Temperate,0.0964941068701202
KURTf,-0.3696128074694484,-0.41,-0.33,0.0,0.0,Forest - Temperate,0.0964941068701202
NP,0.6382200994093368,0.61,0.67,0.0,0.0,Forest - Temperate,0.0964941068701202
LEQf,0.1260508691279937,0.09,0.17,0.0,0.0,Forest - Temperate,0.0964941068701202
BGNf,-0.02856005652250481,-0.07,0.02,0.18199999999999994,0.243,Forest - Temperate,0.0964941068701202
SNRf,0.4818495966654529,0.45,0.52,0.0,0.0,Forest - Temperate,0.0964941068701202
Hf,0.2727414174339467,0.23,0.31,0.0,0.0,Forest - Temperate,0.0964941068701202
H,0.25219106350130427,0.21,0.3,0.0,0.0,Forest - Temperate,0.0964941068701202
EAS,0.6965807570289939,0.67,0.72,0.0,0.0,Forest - Temperate,0.0964941068701202
ECU,0.48487346171033413,0.44,0.53,0.0,0.0,Forest - Temperate,0.0964941068701202
ECV,0.47658933260839725,0.43,0.52,0.0,0.0,Forest - Temperate,0.0964941068701202
EPS,0.6928923052201875,0.66,0.72,0.0,0.0,Forest - Temperate,0.0964941068701202
EPS_KURT,-0.35945330203930365,-0.41,-0.31,0.0,0.0,Forest - Temperate,0.0964941068701202
EPS_SKEW,-0.34180724731958023,-0.39,-0.29,0.0,0.0,Forest - Temperate,0.0964941068701202
ACI,0.43413201942778207,0.4,0.48,0.0,0.0,Forest - Temperate,0.0964941068701202
NDSI,0.459464115638055,0.42,0.49,0.0,0.0,Forest - Temperate,0.0964941068701202
rBA,0.459464115638055,0.42,0.49,0.0,0.0,Forest - Temperate,0.0964941068701202
AnthroEnergy,0.073738453031628,0.03,0.12,0.002,0.002,Forest - Temperate,0.0964941068701202
BioEnergy,0.429109773502605,0.39,0.47,0.0,0.0,Forest - Temperate,0.0964941068701202
BIO,0.6825100635932355,0.66,0.71,0.0,0.0,Forest - Temperate,0.0964941068701202
ROU,0.14442217313908995,0.1,0.19,0.0,0.0,Forest - Temperate,0.0964941068701202
ADI,-0.27155648529279597,-0.31,-0.23,0.0,0.0,Forest - Temperate,0.0964941068701202
AEI,0.25538767319927314,0.21,0.3,0.0,0.0,Forest - Temperate,0.0964941068701202
LFC,0.3521741659884018,0.31,0.39,0.0,0.0,Forest - Temperate,0.0964941068701202
MFC,0.703030518731898,0.68,0.73,0.0,0.0,Forest - Temperate,0.0964941068701202
HFC,-0.2306761323608204,-0.27,-0.19,0.0,0.0,Forest - Temperate,0.0964941068701202
ACTspFract,0.5867190893723221,0.55,0.62,0.0,0.0,Forest - Temperate,0.0964941068701202
ACTspCount,0.5867252688103025,0.55,0.62,0.0,0.0,Forest - Temperate,0.0964941068701202
ACTspMean,0.6835784918965233,0.66,0.71,0.0,0.0,Forest - Temperate,0.0964941068701202
EVNspFract,0.7060737819947297,0.68,0.73,0.0,0.0,Forest - Temperate,0.0964941068701202
EVNspMean,0.6089669841833907,0.58,0.64,0.0,0.0,Forest - Temperate,0.0964941068701202
EVNspCount,0.6855656771008299,0.66,0.71,0.0,0.0,Forest - Temperate,0.0964941068701202
TFSD,0.643285881508593,0.62,0.67,0.0,0.0,Forest - Temperate,0.0964941068701202
H_Havrda,0.31160512177320043,0.27,0.35,0.0,0.0,Forest - Temperate,0.0964941068701202
H_Renyi,0.31160512177320043,0.27,0.35,0.0,0.0,Forest - Temperate,0.0964941068701202
H_pairedShannon,0.2734644028647322,0.23,0.31,0.0,0.0,Forest - Temperate,0.0964941068701202
H_gamma,0.16554808208619848,0.12,0.21,0.0,0.0,Forest - Temperate,0.0964941068701202
H_GiniSimpson,0.3169789993909993,0.27,0.36,0.0,0.0,Forest - Temperate,0.0964941068701202
RAOQ,0.14375705808262068,0.1,0.19,0.0,0.0,Forest - Temperate,0.0964941068701202
AGI,0.6417036786308679,0.61,0.67,0.0,0.0,Forest - Temperate,0.0964941068701202
nROI,0.8026938051614042,0.78,0.82,0.0,0.0,Forest - Temperate,0.0964941068701202
aROI,0.7859114985637041,0.77,0.8,0.0,0.0,Forest - Temperate,0.0964941068701202
ZCR,0.4992531047897667,0.41,0.57,0.0,0.0,Plantations,0.21356338061294983
MEANt,0.10504072126865999,-0.01,0.23,0.09,0.068,Plantations,0.21356338061294983
VARt,-0.40454937605161734,-0.5,-0.3,0.0,0.0,Plantations,0.21356338061294983
SKEWt,-0.05274254568544755,-0.16,0.06,0.31800000000000006,0.35,Plantations,0.21356338061294983
KURTt,0.2606372242487223,0.15,0.37,0.0,0.0,Plantations,0.21356338061294983
LEQt,-0.40454937605161734,-0.5,-0.3,0.0,0.0,Plantations,0.21356338061294983
BGNt,-0.3939924247731066,-0.49,-0.29,0.0,0.0,Plantations,0.21356338061294983
SNRt,0.18848612419418967,0.07,0.29,0.0,0.0,Plantations,0.21356338061294983
M,-0.3939924247731066,-0.49,-0.29,0.0,0.0,Plantations,0.21356338061294983
Ht,-0.1981295787775646,-0.29,-0.08,0.0,0.0,Plantations,0.21356338061294983
ACTtFraction,0.14449851038974212,0.03,0.25,0.008,0.004,Plantations,0.21356338061294983
ACTtCount,0.14449851038974212,0.03,0.25,0.008,0.004,Plantations,0.21356338061294983
ACTtMean,0.1724369721771522,0.06,0.27,0.0,0.003,Plantations,0.21356338061294983
EVNtFraction,0.18715760691460012,0.07,0.29,0.0,0.001,Plantations,0.21356338061294983
EVNtMean,0.22427995027858416,0.12,0.33,0.0,0.0,Plantations,0.21356338061294983
EVNtCount,0.1528511716850142,0.04,0.25,0.006,0.005,Plantations,0.21356338061294983
MEANf,-0.26397489788234396,-0.37,-0.16,0.0,0.0,Plantations,0.21356338061294983
VARf,-0.42714190008709807,-0.51,-0.32,0.0,0.0,Plantations,0.21356338061294983
SKEWf,-0.06187715642830713,-0.16,0.05,0.26,0.264,Plantations,0.21356338061294983
KURTf,-0.05207465475022443,-0.16,0.07,0.31600000000000006,0.346,Plantations,0.21356338061294983
NP,0.3807078860216415,0.28,0.47,0.0,0.0,Plantations,0.21356338061294983
LEQf,-0.40613325714146775,-0.5,-0.3,0.0,0.0,Plantations,0.21356338061294983
BGNf,-0.44515340472394577,-0.53,-0.34,0.0,0.0,Plantations,0.21356338061294983
SNRf,0.24744646733019035,0.13,0.35,0.0,0.0,Plantations,0.21356338061294983
Hf,0.23491736769815283,0.13,0.33,0.0,0.0,Plantations,0.21356338061294983
H,0.22027791081505962,0.11,0.31,0.0,0.0,Plantations,0.21356338061294983
EAS,0.4780830993941866,0.39,0.56,0.0,0.0,Plantations,0.21356338061294983
ECU,0.13427225930450795,0.0,0.25,0.03,0.02,Plantations,0.21356338061294983
ECV,0.1446945637704777,0.03,0.26,0.014,0.012,Plantations,0.21356338061294983
EPS,0.30990210636052545,0.19,0.41,0.0,0.0,Plantations,0.21356338061294983
EPS_KURT,-0.3085795042045343,-0.4,-0.2,0.0,0.0,Plantations,0.21356338061294983
EPS_SKEW,-0.311906313478943,-0.41,-0.2,0.0,0.0,Plantations,0.21356338061294983
ACI,0.5411453614979536,0.45,0.62,0.0,0.0,Plantations,0.21356338061294983
NDSI,0.40248710694789774,0.3,0.48,0.0,0.0,Plantations,0.21356338061294983
rBA,0.40248710694789774,0.3,0.48,0.0,0.0,Plantations,0.21356338061294983
AnthroEnergy,-0.48122450214497725,-0.56,-0.39,0.0,0.0,Plantations,0.21356338061294983
BioEnergy,-0.0912873330262961,-0.21,0.02,0.09400000000000008,0.102,Plantations,0.21356338061294983
BIO,0.23494515196105814,0.13,0.33,0.0,0.0,Plantations,0.21356338061294983
ROU,-0.39034306870304747,-0.49,-0.29,0.0,0.0,Plantations,0.21356338061294983
ADI,0.08072646345429872,-0.02,0.18,0.098,0.142,Plantations,0.21356338061294983
AEI,-0.08137173514984895,-0.19,0.02,0.10000000000000009,0.132,Plantations,0.21356338061294983
LFC,0.14652917828944392,0.04,0.26,0.01,0.004,Plantations,0.21356338061294983
MFC,0.6956481262824945,0.63,0.75,0.0,0.0,Plantations,0.21356338061294983
HFC,-0.012229711782382727,-0.11,0.09,0.8240000000000001,0.86,Plantations,0.21356338061294983
ACTspFract,0.6177148571227427,0.54,0.68,0.0,0.0,Plantations,0.21356338061294983
ACTspCount,0.6177148571227427,0.54,0.68,0.0,0.0,Plantations,0.21356338061294983
ACTspMean,0.5349218647114198,0.45,0.61,0.0,0.0,Plantations,0.21356338061294983
EVNspFract,0.6043846234828913,0.53,0.67,0.0,0.0,Plantations,0.21356338061294983
EVNspMean,0.3918352261044606,0.29,0.48,0.0,0.0,Plantations,0.21356338061294983
EVNspCount,0.622002060507678,0.54,0.68,0.0,0.0,Plantations,0.21356338061294983
TFSD,0.6377916732842306,0.57,0.7,0.0,0.0,Plantations,0.21356338061294983
H_Havrda,0.1411239297786502,0.03,0.24,0.014,0.006,Plantations,0.21356338061294983
H_Renyi,0.1411239297786502,0.03,0.24,0.014,0.006,Plantations,0.21356338061294983
H_pairedShannon,0.23072924627368038,0.12,0.32,0.0,0.0,Plantations,0.21356338061294983
H_gamma,0.47898715656410457,0.39,0.55,0.0,0.0,Plantations,0.21356338061294983
H_GiniSimpson,0.1529541483360703,0.04,0.25,0.008,0.002,Plantations,0.21356338061294983
RAOQ,0.4929288009980766,0.41,0.56,0.0,0.0,Plantations,0.21356338061294983
AGI,0.6035790937056132,0.53,0.67,0.0,0.0,Plantations,0.21356338061294983
nROI,0.5974488195405394,0.52,0.67,0.0,0.0,Plantations,0.21356338061294983
aROI,0.6326391173492959,0.56,0.69,0.0,0.0,Plantations,0.21356338061294983
ZCR,-0.13974583017343453,-0.28,0.01,0.04600000000000004,0.051,Shrubland - Subtropical-tropical high altitude,0.2745861743742478
MEANt,0.07411183999417592,-0.06,0.22,0.306,0.292,Shrubland - Subtropical-tropical high altitude,0.2745861743742478
VARt,0.014819005774042432,-0.14,0.14,0.784,0.819,Shrubland - Subtropical-tropical high altitude,0.2745861743742478
SKEWt,-0.11312205315204939,-0.25,0.03,0.1279999999999999,0.113,Shrubland - Subtropical-tropical high altitude,0.2745861743742478
KURTt,-0.003209243564679184,-0.16,0.13,0.96,0.967,Shrubland - Subtropical-tropical high altitude,0.2745861743742478
LEQt,0.014819005774042432,-0.14,0.14,0.784,0.819,Shrubland - Subtropical-tropical high altitude,0.2745861743742478
BGNt,0.03932121895120278,-0.13,0.17,0.55,0.6,Shrubland - Subtropical-tropical high altitude,0.2745861743742478
SNRt,0.013605242623859943,-0.13,0.14,0.778,0.85,Shrubland - Subtropical-tropical high altitude,0.2745861743742478
M,0.03932121895120278,-0.13,0.17,0.55,0.6,Shrubland - Subtropical-tropical high altitude,0.2745861743742478
Ht,-0.03153094410640271,-0.15,0.12,0.5920000000000001,0.641,Shrubland - Subtropical-tropical high altitude,0.2745861743742478
ACTtFraction,0.01484928982945128,-0.12,0.16,0.812,0.858,Shrubland - Subtropical-tropical high altitude,0.2745861743742478
ACTtCount,0.01484928982945128,-0.12,0.16,0.812,0.858,Shrubland - Subtropical-tropical high altitude,0.2745861743742478
ACTtMean,-0.002805776589549271,-0.16,0.12,0.956,0.964,Shrubland - Subtropical-tropical high altitude,0.2745861743742478
EVNtFraction,0.016800278302635807,-0.12,0.16,0.794,0.839,Shrubland - Subtropical-tropical high altitude,0.2745861743742478
EVNtMean,-0.024709009996589853,-0.17,0.11,0.78,0.72,Shrubland - Subtropical-tropical high altitude,0.2745861743742478
EVNtCount,0.10048325913407123,-0.04,0.24,0.154,0.174,Shrubland - Subtropical-tropical high altitude,0.2745861743742478
MEANf,0.08908887033347757,-0.07,0.22,0.23,0.228,Shrubland - Subtropical-tropical high altitude,0.2745861743742478
VARf,0.0473468495314953,-0.12,0.18,0.466,0.51,Shrubland - Subtropical-tropical high altitude,0.2745861743742478
SKEWf,-0.08846349652202619,-0.22,0.04,0.20599999999999996,0.217,Shrubland - Subtropical-tropical high altitude,0.2745861743742478
KURTf,-0.11009100750138592,-0.25,0.02,0.1120000000000001,0.132,Shrubland - Subtropical-tropical high altitude,0.2745861743742478
NP,0.2191177184722842,0.07,0.35,0.008,0.001,Shrubland - Subtropical-tropical high altitude,0.2745861743742478
LEQf,0.05469667292844521,-0.11,0.19,0.416,0.442,Shrubland - Subtropical-tropical high altitude,0.2745861743742478
BGNf,0.04787808104874969,-0.12,0.17,0.494,0.506,Shrubland - Subtropical-tropical high altitude,0.2745861743742478
SNRf,0.018248475062646694,-0.12,0.14,0.78,0.787,Shrubland - Subtropical-tropical high altitude,0.2745861743742478
Hf,0.019922863009435837,-0.1,0.16,0.82,0.782,Shrubland - Subtropical-tropical high altitude,0.2745861743742478
H,0.0013549765914779583,-0.13,0.15,0.942,0.993,Shrubland - Subtropical-tropical high altitude,0.2745861743742478
EAS,0.24110009655086148,0.1,0.37,0.0,0.0,Shrubland - Subtropical-tropical high altitude,0.2745861743742478
ECU,0.08317639803542795,-0.07,0.24,0.29,0.25,Shrubland - Subtropical-tropical high altitude,0.2745861743742478
ECV,0.033681086861365866,-0.11,0.19,0.65,0.62,Shrubland - Subtropical-tropical high altitude,0.2745861743742478
EPS,0.17614359466734184,0.03,0.31,0.016,0.016,Shrubland - Subtropical-tropical high altitude,0.2745861743742478
EPS_KURT,-0.21065683216491313,-0.34,-0.07,0.006000000000000005,0.003,Shrubland - Subtropical-tropical high altitude,0.2745861743742478
EPS_SKEW,-0.18841907738566943,-0.32,-0.04,0.020000000000000018,0.009,Shrubland - Subtropical-tropical high altitude,0.2745861743742478
ACI,0.25425311994009664,0.12,0.39,0.0,0.0,Shrubland - Subtropical-tropical high altitude,0.2745861743742478
NDSI,0.02649096914207154,-0.1,0.17,0.74,0.703,Shrubland - Subtropical-tropical high altitude,0.2745861743742478
rBA,0.02649096914207154,-0.1,0.17,0.74,0.703,Shrubland - Subtropical-tropical high altitude,0.2745861743742478
AnthroEnergy,0.043325628679367165,-0.12,0.18,0.498,0.541,Shrubland - Subtropical-tropical high altitude,0.2745861743742478
BioEnergy,0.15736725031223348,0.01,0.29,0.03,0.033,Shrubland - Subtropical-tropical high altitude,0.2745861743742478
BIO,0.18418771748399446,0.03,0.32,0.014,0.014,Shrubland - Subtropical-tropical high altitude,0.2745861743742478
ROU,0.07751777370923092,-0.08,0.22,0.264,0.276,Shrubland - Subtropical-tropical high altitude,0.2745861743742478
ADI,-0.007260724439942062,-0.14,0.14,0.8720000000000001,0.916,Shrubland - Subtropical-tropical high altitude,0.2745861743742478
AEI,0.0073094766994369256,-0.14,0.15,0.882,0.918,Shrubland - Subtropical-tropical high altitude,0.2745861743742478
LFC,0.14900713865377432,0.0,0.28,0.04,0.041,Shrubland - Subtropical-tropical high altitude,0.2745861743742478
MFC,0.25316806432075534,0.12,0.38,0.0,0.0,Shrubland - Subtropical-tropical high altitude,0.2745861743742478
HFC,0.04118728704017223,-0.11,0.18,0.564,0.59,Shrubland - Subtropical-tropical high altitude,0.2745861743742478
ACTspFract,0.18089617260299862,0.02,0.31,0.02,0.015,Shrubland - Subtropical-tropical high altitude,0.2745861743742478
ACTspCount,0.18089617260299862,0.02,0.31,0.02,0.015,Shrubland - Subtropical-tropical high altitude,0.2745861743742478
ACTspMean,0.2743020663792605,0.13,0.4,0.0,0.0,Shrubland - Subtropical-tropical high altitude,0.2745861743742478
EVNspFract,0.23966106433956474,0.1,0.37,0.0,0.001,Shrubland - Subtropical-tropical high altitude,0.2745861743742478
EVNspMean,0.2158682805936745,0.06,0.35,0.004,0.002,Shrubland - Subtropical-tropical high altitude,0.2745861743742478
EVNspCount,0.24014832936708552,0.1,0.37,0.0,0.001,Shrubland - Subtropical-tropical high altitude,0.2745861743742478
TFSD,0.2808802591862745,0.15,0.41,0.0,0.0,Shrubland - Subtropical-tropical high altitude,0.2745861743742478
H_Havrda,0.08815753406588601,-0.04,0.23,0.214,0.219,Shrubland - Subtropical-tropical high altitude,0.2745861743742478
H_Renyi,0.08815753406588601,-0.04,0.23,0.214,0.219,Shrubland - Subtropical-tropical high altitude,0.2745861743742478
H_pairedShannon,0.02176704330825881,-0.1,0.17,0.802,0.771,Shrubland - Subtropical-tropical high altitude,0.2745861743742478
H_gamma,-0.038542863911681324,-0.17,0.1,0.548,0.607,Shrubland - Subtropical-tropical high altitude,0.2745861743742478
H_GiniSimpson,0.07113458994019642,-0.06,0.21,0.302,0.32,Shrubland - Subtropical-tropical high altitude,0.2745861743742478
RAOQ,-0.0579395387410519,-0.19,0.09,0.3939999999999999,0.436,Shrubland - Subtropical-tropical high altitude,0.2745861743742478
AGI,0.2644961377712073,0.12,0.39,0.0,0.0,Shrubland - Subtropical-tropical high altitude,0.2745861743742478
nROI,0.3601954000393753,0.23,0.48,0.0,0.0,Shrubland - Subtropical-tropical high altitude,0.2745861743742478
aROI,0.35856965143823594,0.23,0.49,0.0,0.0,Shrubland - Subtropical-tropical high altitude,0.2745861743742478
ZCR,0.16176299354781043,0.09,0.23,0.0,0.0,Shrubland - Temperate,0.1577582738530444
MEANt,0.007991125153828599,-0.07,0.08,0.828,0.835,Shrubland - Temperate,0.1577582738530444
VARt,-0.042609778010653625,-0.13,0.04,0.29600000000000004,0.259,Shrubland - Temperate,0.1577582738530444
SKEWt,0.04390374526731041,-0.04,0.11,0.29,0.276,Shrubland - Temperate,0.1577582738530444
KURTt,0.024958006068836334,-0.06,0.11,0.542,0.524,Shrubland - Temperate,0.1577582738530444
LEQt,-0.04262659845953434,-0.13,0.04,0.29600000000000004,0.258,Shrubland - Temperate,0.1577582738530444
BGNt,-0.012554091400802322,-0.1,0.07,0.794,0.757,Shrubland - Temperate,0.1577582738530444
SNRt,-0.011674844384371094,-0.1,0.08,0.794,0.768,Shrubland - Temperate,0.1577582738530444
M,-0.012554091400802322,-0.1,0.07,0.794,0.757,Shrubland - Temperate,0.1577582738530444
Ht,0.002607435593341941,-0.08,0.09,0.966,0.953,Shrubland - Temperate,0.1577582738530444
ACTtFraction,-0.009069847360932986,-0.1,0.08,0.8180000000000001,0.82,Shrubland - Temperate,0.1577582738530444
ACTtCount,-0.009180259219506869,-0.1,0.08,0.8180000000000001,0.819,Shrubland - Temperate,0.1577582738530444
ACTtMean,-0.005994320965656186,-0.09,0.08,0.9199999999999999,0.888,Shrubland - Temperate,0.1577582738530444
EVNtFraction,-0.0008170409660410178,-0.09,0.09,0.986,0.979,Shrubland - Temperate,0.1577582738530444
EVNtMean,0.03581456476283733,-0.04,0.12,0.362,0.333,Shrubland - Temperate,0.1577582738530444
EVNtCount,0.03940862043964431,-0.04,0.12,0.362,0.296,Shrubland - Temperate,0.1577582738530444
MEANf,0.08575017774871087,0.0,0.17,0.05,0.022,Shrubland - Temperate,0.1577582738530444
VARf,-0.03298074629994072,-0.12,0.05,0.43399999999999994,0.37,Shrubland - Temperate,0.1577582738530444
SKEWf,-0.28754872489209743,-0.35,-0.22,0.0,0.0,Shrubland - Temperate,0.1577582738530444
KURTf,-0.28708827021969624,-0.35,-0.22,0.0,0.0,Shrubland - Temperate,0.1577582738530444
NP,0.3442033446770059,0.26,0.42,0.0,0.0,Shrubland - Temperate,0.1577582738530444
LEQf,-0.014755216978359064,-0.1,0.07,0.752,0.683,Shrubland - Temperate,0.1577582738530444
BGNf,-0.08359517539716035,-0.16,-0.01,0.03600000000000003,0.023,Shrubland - Temperate,0.1577582738530444
SNRf,0.12368196792703982,0.04,0.21,0.002,0.0,Shrubland - Temperate,0.1577582738530444
Hf,0.2688752436891926,0.2,0.33,0.0,0.0,Shrubland - Temperate,0.1577582738530444
H,0.2682285976976118,0.2,0.33,0.0,0.0,Shrubland - Temperate,0.1577582738530444
EAS,0.3883178036876307,0.3,0.46,0.0,0.0,Shrubland - Temperate,0.1577582738530444
ECU,0.20373944687128878,0.12,0.28,0.0,0.0,Shrubland - Temperate,0.1577582738530444
ECV,0.1664602573689984,0.08,0.25,0.0,0.0,Shrubland - Temperate,0.1577582738530444
EPS,0.5618652405543683,0.5,0.63,0.0,0.0,Shrubland - Temperate,0.1577582738530444
EPS_KURT,-0.16141236290113037,-0.25,-0.07,0.0,0.0,Shrubland - Temperate,0.1577582738530444
EPS_SKEW,-0.11032845502207349,-0.2,-0.02,0.014000000000000012,0.007,Shrubland - Temperate,0.1577582738530444
ACI,0.3587734628163198,0.28,0.43,0.0,0.0,Shrubland - Temperate,0.1577582738530444
NDSI,0.36967587617350206,0.3,0.43,0.0,0.0,Shrubland - Temperate,0.1577582738530444
rBA,0.36967587617350206,0.3,0.43,0.0,0.0,Shrubland - Temperate,0.1577582738530444
AnthroEnergy,-0.04720006213993362,-0.13,0.03,0.242,0.205,Shrubland - Temperate,0.1577582738530444
BioEnergy,0.31213770422721754,0.24,0.39,0.0,0.0,Shrubland - Temperate,0.1577582738530444
BIO,0.4447503892195892,0.37,0.51,0.0,0.0,Shrubland - Temperate,0.1577582738530444
ROU,-0.016689896004972053,-0.1,0.07,0.718,0.646,Shrubland - Temperate,0.1577582738530444
ADI,0.05363611428562381,-0.03,0.14,0.218,0.15,Shrubland - Temperate,0.1577582738530444
AEI,-0.07187295955395855,-0.16,0.01,0.1080000000000001,0.063,Shrubland - Temperate,0.1577582738530444
LFC,0.2270854037717066,0.15,0.31,0.0,0.0,Shrubland - Temperate,0.1577582738530444
MFC,0.35070895127287194,0.28,0.43,0.0,0.0,Shrubland - Temperate,0.1577582738530444
HFC,-0.2946519876016617,-0.36,-0.22,0.0,0.0,Shrubland - Temperate,0.1577582738530444
ACTspFract,0.29120658501616303,0.22,0.37,0.0,0.0,Shrubland - Temperate,0.1577582738530444
ACTspCount,0.29102232015502577,0.21,0.37,0.0,0.0,Shrubland - Temperate,0.1577582738530444
ACTspMean,0.3852308625241893,0.31,0.45,0.0,0.0,Shrubland - Temperate,0.1577582738530444
EVNspFract,0.3499031965136533,0.27,0.42,0.0,0.0,Shrubland - Temperate,0.1577582738530444
EVNspMean,0.2489065469968064,0.17,0.33,0.0,0.0,Shrubland - Temperate,0.1577582738530444
EVNspCount,0.32158520927695705,0.24,0.4,0.0,0.0,Shrubland - Temperate,0.1577582738530444
TFSD,0.4740265646619686,0.41,0.54,0.0,0.0,Shrubland - Temperate,0.1577582738530444
H_Havrda,0.2866306189554418,0.22,0.35,0.0,0.0,Shrubland - Temperate,0.1577582738530444
H_Renyi,0.2866306189554418,0.22,0.35,0.0,0.0,Shrubland - Temperate,0.1577582738530444
H_pairedShannon,0.26960861116782503,0.2,0.33,0.0,0.0,Shrubland - Temperate,0.1577582738530444
H_gamma,0.2083302425713985,0.13,0.27,0.0,0.0,Shrubland - Temperate,0.1577582738530444
H_GiniSimpson,0.27703078770768846,0.21,0.34,0.0,0.0,Shrubland - Temperate,0.1577582738530444
